Datetime,Watts
22-12-2021 - 11:56:38.978,27
22-12-2021 - 11:56:38.992,27
22-12-2021 - 11:56:38.997,27
22-12-2021 - 11:56:39.008,27
22-12-2021 - 11:56:39.014,27
22-12-2021 - 11:56:39.025,27
22-12-2021 - 11:56:39.030,27
22-12-2021 - 11:56:39.041,27
22-12-2021 - 11:56:39.046,28
22-12-2021 - 11:56:39.062,28
22-12-2021 - 11:56:39.067,28
22-12-2021 - 11:56:39.075,28
22-12-2021 - 11:56:39.079,28
22-12-2021 - 11:56:39.094,28
22-12-2021 - 11:56:39.097,28
22-12-2021 - 11:56:39.109,28
22-12-2021 - 11:56:39.114,27
22-12-2021 - 11:56:39.125,27
22-12-2021 - 11:56:39.129,27
22-12-2021 - 11:56:39.143,27
22-12-2021 - 11:56:39.147,27
22-12-2021 - 11:56:39.158,27
22-12-2021 - 11:56:39.162,27
22-12-2021 - 11:56:39.176,27
22-12-2021 - 11:56:39.180,27
22-12-2021 - 11:56:39.190,27
22-12-2021 - 11:56:39.198,27
22-12-2021 - 11:56:39.208,27
22-12-2021 - 11:56:39.213,27
22-12-2021 - 11:56:39.230,27
22-12-2021 - 11:56:39.240,27
22-12-2021 - 11:56:39.247,27
22-12-2021 - 11:56:39.252,27
22-12-2021 - 11:56:39.264,26
22-12-2021 - 11:56:39.269,26
22-12-2021 - 11:56:39.281,26
22-12-2021 - 11:56:39.287,26
22-12-2021 - 11:56:39.298,26
22-12-2021 - 11:56:39.304,26
22-12-2021 - 11:56:39.312,26
22-12-2021 - 11:56:39.318,26
22-12-2021 - 11:56:39.336,26
22-12-2021 - 11:56:39.341,27
22-12-2021 - 11:56:39.351,27
22-12-2021 - 11:56:39.357,27
22-12-2021 - 11:56:39.368,27
22-12-2021 - 11:56:39.374,27
22-12-2021 - 11:56:39.384,27
22-12-2021 - 11:56:39.390,27
22-12-2021 - 11:56:39.402,27
22-12-2021 - 11:56:39.408,27
22-12-2021 - 11:56:39.419,28
22-12-2021 - 11:56:39.426,27
22-12-2021 - 11:56:39.438,27
22-12-2021 - 11:56:39.444,27
22-12-2021 - 11:56:39.459,27
22-12-2021 - 11:56:39.463,27
22-12-2021 - 11:56:39.477,27
22-12-2021 - 11:56:39.481,28
22-12-2021 - 11:56:39.494,28
22-12-2021 - 11:56:39.498,28
22-12-2021 - 11:56:39.510,28
22-12-2021 - 11:56:39.514,28
22-12-2021 - 11:56:39.527,28
22-12-2021 - 11:56:39.531,28
22-12-2021 - 11:56:39.540,28
22-12-2021 - 11:56:39.544,28
22-12-2021 - 11:56:39.559,28
22-12-2021 - 11:56:39.563,28
22-12-2021 - 11:56:39.574,28
22-12-2021 - 11:56:39.578,28
22-12-2021 - 11:56:39.592,29
22-12-2021 - 11:56:39.596,29
22-12-2021 - 11:56:39.608,28
22-12-2021 - 11:56:39.612,28
22-12-2021 - 11:56:39.625,28
22-12-2021 - 11:56:39.630,28
22-12-2021 - 11:56:39.639,29
22-12-2021 - 11:56:39.645,29
22-12-2021 - 11:56:39.659,29
22-12-2021 - 11:56:39.662,29
22-12-2021 - 11:56:39.677,28
22-12-2021 - 11:56:39.680,29
22-12-2021 - 11:56:39.691,29
22-12-2021 - 11:56:39.695,29
22-12-2021 - 11:56:39.711,29
22-12-2021 - 11:56:39.716,29
22-12-2021 - 11:56:39.727,29
22-12-2021 - 11:56:39.732,29
22-12-2021 - 11:56:39.744,29
22-12-2021 - 11:56:39.749,28
22-12-2021 - 11:56:39.760,29
22-12-2021 - 11:56:39.764,29
22-12-2021 - 11:56:39.777,29
22-12-2021 - 11:56:39.782,29
22-12-2021 - 11:56:39.794,29
22-12-2021 - 11:56:39.800,29
22-12-2021 - 11:56:39.807,29
22-12-2021 - 11:56:39.811,29
22-12-2021 - 11:56:39.826,29
22-12-2021 - 11:56:39.831,29
22-12-2021 - 11:56:39.845,29
22-12-2021 - 11:56:39.852,29
22-12-2021 - 11:56:39.859,29
22-12-2021 - 11:56:39.865,29
22-12-2021 - 11:56:39.878,29
22-12-2021 - 11:56:39.882,29
22-12-2021 - 11:56:39.895,29
22-12-2021 - 11:56:39.900,29
22-12-2021 - 11:56:39.907,29
22-12-2021 - 11:56:39.911,29
22-12-2021 - 11:56:39.926,29
22-12-2021 - 11:56:39.932,29
22-12-2021 - 11:56:39.942,29
22-12-2021 - 11:56:39.947,29
22-12-2021 - 11:56:39.959,29
22-12-2021 - 11:56:39.964,29
22-12-2021 - 11:56:39.978,29
22-12-2021 - 11:56:39.982,29
22-12-2021 - 11:56:39.993,29
22-12-2021 - 11:56:39.997,29
22-12-2021 - 11:56:40.009,29
22-12-2021 - 11:56:40.013,29
22-12-2021 - 11:56:40.024,29
22-12-2021 - 11:56:40.030,29
22-12-2021 - 11:56:40.041,29
22-12-2021 - 11:56:40.046,29
22-12-2021 - 11:56:40.058,29
22-12-2021 - 11:56:40.062,29
22-12-2021 - 11:56:40.069,29
22-12-2021 - 11:56:40.075,29
22-12-2021 - 11:56:40.086,29
22-12-2021 - 11:56:40.091,29
22-12-2021 - 11:56:40.102,29
22-12-2021 - 11:56:40.109,29
22-12-2021 - 11:56:40.120,29
22-12-2021 - 11:56:40.134,29
22-12-2021 - 11:56:40.143,29
22-12-2021 - 11:56:40.150,29
22-12-2021 - 11:56:40.157,29
22-12-2021 - 11:56:40.161,30
22-12-2021 - 11:56:40.175,30
22-12-2021 - 11:56:40.179,30
22-12-2021 - 11:56:40.190,30
22-12-2021 - 11:56:40.194,30
22-12-2021 - 11:56:40.209,30
22-12-2021 - 11:56:40.213,30
22-12-2021 - 11:56:40.224,30
22-12-2021 - 11:56:40.229,30
22-12-2021 - 11:56:40.240,30
22-12-2021 - 11:56:40.244,30
22-12-2021 - 11:56:40.250,30
22-12-2021 - 11:56:40.260,30
22-12-2021 - 11:56:40.274,30
22-12-2021 - 11:56:40.278,30
22-12-2021 - 11:56:40.282,30
22-12-2021 - 11:56:40.288,30
22-12-2021 - 11:56:40.292,30
22-12-2021 - 11:56:40.296,30
22-12-2021 - 11:56:40.310,30
22-12-2021 - 11:56:40.316,30
22-12-2021 - 11:56:40.322,30
22-12-2021 - 11:56:40.326,31
22-12-2021 - 11:56:40.332,31
22-12-2021 - 11:56:40.343,31
22-12-2021 - 11:56:40.352,31
22-12-2021 - 11:56:40.359,31
22-12-2021 - 11:56:40.362,31
22-12-2021 - 11:56:40.369,31
22-12-2021 - 11:56:40.375,31
22-12-2021 - 11:56:40.380,31
22-12-2021 - 11:56:40.387,31
22-12-2021 - 11:56:40.392,31
22-12-2021 - 11:56:40.396,31
22-12-2021 - 11:56:40.410,31
22-12-2021 - 11:56:40.416,31
22-12-2021 - 11:56:40.422,31
22-12-2021 - 11:56:40.428,31
22-12-2021 - 11:56:40.436,31
22-12-2021 - 11:56:40.442,31
22-12-2021 - 11:56:40.452,31
22-12-2021 - 11:56:40.459,31
22-12-2021 - 11:56:40.462,31
22-12-2021 - 11:56:40.478,31
22-12-2021 - 11:56:40.483,31
22-12-2021 - 11:56:40.489,31
22-12-2021 - 11:56:40.494,31
22-12-2021 - 11:56:40.499,31
22-12-2021 - 11:56:40.507,30
22-12-2021 - 11:56:40.511,30
22-12-2021 - 11:56:40.516,30
22-12-2021 - 11:56:40.527,30
22-12-2021 - 11:56:40.542,30
22-12-2021 - 11:56:40.546,30
22-12-2021 - 11:56:40.556,30
22-12-2021 - 11:56:40.560,30
22-12-2021 - 11:56:40.566,30
22-12-2021 - 11:56:40.572,30
22-12-2021 - 11:56:40.577,30
22-12-2021 - 11:56:40.582,30
22-12-2021 - 11:56:40.594,30
22-12-2021 - 11:56:40.609,30
22-12-2021 - 11:56:40.613,30
22-12-2021 - 11:56:40.623,30
22-12-2021 - 11:56:40.627,30
22-12-2021 - 11:56:40.632,30
22-12-2021 - 11:56:40.647,30
22-12-2021 - 11:56:40.655,30
22-12-2021 - 11:56:40.659,30
22-12-2021 - 11:56:40.664,30
22-12-2021 - 11:56:40.678,30
22-12-2021 - 11:56:40.683,30
22-12-2021 - 11:56:40.688,30
22-12-2021 - 11:56:40.692,30
22-12-2021 - 11:56:40.698,30
22-12-2021 - 11:56:40.705,30
22-12-2021 - 11:56:40.709,30
22-12-2021 - 11:56:40.714,30
22-12-2021 - 11:56:40.721,30
22-12-2021 - 11:56:40.726,30
22-12-2021 - 11:56:40.730,30
22-12-2021 - 11:56:40.741,30
22-12-2021 - 11:56:40.746,30
22-12-2021 - 11:56:40.750,30
22-12-2021 - 11:56:40.757,29
22-12-2021 - 11:56:40.763,29
22-12-2021 - 11:56:40.767,29
22-12-2021 - 11:56:40.773,29
22-12-2021 - 11:56:40.778,29
22-12-2021 - 11:56:40.783,29
22-12-2021 - 11:56:40.795,29
22-12-2021 - 11:56:40.810,29
22-12-2021 - 11:56:40.813,29
22-12-2021 - 11:56:40.822,29
22-12-2021 - 11:56:40.827,29
22-12-2021 - 11:56:40.841,29
22-12-2021 - 11:56:40.846,29
22-12-2021 - 11:56:40.852,29
22-12-2021 - 11:56:40.858,28
22-12-2021 - 11:56:40.863,28
22-12-2021 - 11:56:40.877,28
22-12-2021 - 11:56:40.882,28
22-12-2021 - 11:56:40.888,28
22-12-2021 - 11:56:40.892,28
22-12-2021 - 11:56:40.898,28
22-12-2021 - 11:56:40.904,28
22-12-2021 - 11:56:40.908,27
22-12-2021 - 11:56:40.912,27
22-12-2021 - 11:56:40.922,27
22-12-2021 - 11:56:40.927,27
22-12-2021 - 11:56:40.931,27
22-12-2021 - 11:56:40.943,27
22-12-2021 - 11:56:40.960,27
22-12-2021 - 11:56:40.963,27
22-12-2021 - 11:56:40.975,27
22-12-2021 - 11:56:40.979,27
22-12-2021 - 11:56:40.983,27
22-12-2021 - 11:56:40.995,27
22-12-2021 - 11:56:41.001,26
22-12-2021 - 11:56:41.007,26
22-12-2021 - 11:56:41.011,26
22-12-2021 - 11:56:41.027,26
22-12-2021 - 11:56:41.031,26
22-12-2021 - 11:56:41.037,26
22-12-2021 - 11:56:41.043,26
22-12-2021 - 11:56:41.050,26
22-12-2021 - 11:56:41.056,26
22-12-2021 - 11:56:41.061,26
22-12-2021 - 11:56:41.067,26
22-12-2021 - 11:56:41.077,27
22-12-2021 - 11:56:41.093,27
22-12-2021 - 11:56:41.099,27
22-12-2021 - 11:56:41.105,27
22-12-2021 - 11:56:41.110,26
22-12-2021 - 11:56:41.115,26
22-12-2021 - 11:56:41.120,27
22-12-2021 - 11:56:41.127,27
22-12-2021 - 11:56:41.131,27
22-12-2021 - 11:56:41.143,27
22-12-2021 - 11:56:41.155,27
22-12-2021 - 11:56:41.159,27
22-12-2021 - 11:56:41.162,26
22-12-2021 - 11:56:41.177,26
22-12-2021 - 11:56:41.182,26
22-12-2021 - 11:56:41.187,26
22-12-2021 - 11:56:41.192,26
22-12-2021 - 11:56:41.196,25
22-12-2021 - 11:56:41.207,26
22-12-2021 - 11:56:41.211,26
22-12-2021 - 11:56:41.216,26
22-12-2021 - 11:56:41.228,26
22-12-2021 - 11:56:41.242,26
22-12-2021 - 11:56:41.249,26
22-12-2021 - 11:56:41.255,26
22-12-2021 - 11:56:41.260,26
22-12-2021 - 11:56:41.265,26
22-12-2021 - 11:56:41.276,26
22-12-2021 - 11:56:41.288,25
22-12-2021 - 11:56:41.292,25
22-12-2021 - 11:56:41.296,25
22-12-2021 - 11:56:41.310,25
22-12-2021 - 11:56:41.315,25
22-12-2021 - 11:56:41.320,25
22-12-2021 - 11:56:41.326,25
22-12-2021 - 11:56:41.330,25
22-12-2021 - 11:56:41.341,25
22-12-2021 - 11:56:41.346,25
22-12-2021 - 11:56:41.350,25
22-12-2021 - 11:56:41.356,25
22-12-2021 - 11:56:41.361,25
22-12-2021 - 11:56:41.367,25
22-12-2021 - 11:56:41.372,25
22-12-2021 - 11:56:41.377,25
22-12-2021 - 11:56:41.381,25
22-12-2021 - 11:56:41.393,25
22-12-2021 - 11:56:41.409,25
22-12-2021 - 11:56:41.414,25
22-12-2021 - 11:56:41.425,25
22-12-2021 - 11:56:41.435,25
22-12-2021 - 11:56:41.441,25
22-12-2021 - 11:56:41.446,25
22-12-2021 - 11:56:41.462,25
22-12-2021 - 11:56:41.467,25
22-12-2021 - 11:56:41.471,25
22-12-2021 - 11:56:41.477,25
22-12-2021 - 11:56:41.482,25
22-12-2021 - 11:56:41.488,25
22-12-2021 - 11:56:41.492,25
22-12-2021 - 11:56:41.499,25
22-12-2021 - 11:56:41.504,25
22-12-2021 - 11:56:41.509,25
22-12-2021 - 11:56:41.515,25
22-12-2021 - 11:56:41.521,25
22-12-2021 - 11:56:41.526,26
22-12-2021 - 11:56:41.532,26
22-12-2021 - 11:56:41.538,26
22-12-2021 - 11:56:41.542,26
22-12-2021 - 11:56:41.546,26
22-12-2021 - 11:56:41.555,26
22-12-2021 - 11:56:41.560,26
22-12-2021 - 11:56:41.564,26
22-12-2021 - 11:56:41.576,26
22-12-2021 - 11:56:41.592,26
22-12-2021 - 11:56:41.595,26
22-12-2021 - 11:56:41.607,26
22-12-2021 - 11:56:41.611,26
22-12-2021 - 11:56:41.617,26
22-12-2021 - 11:56:41.622,26
22-12-2021 - 11:56:41.626,26
22-12-2021 - 11:56:41.631,26
22-12-2021 - 11:56:41.644,26
22-12-2021 - 11:56:41.652,26
22-12-2021 - 11:56:41.659,26
22-12-2021 - 11:56:41.662,26
22-12-2021 - 11:56:41.677,26
22-12-2021 - 11:56:41.682,26
22-12-2021 - 11:56:41.688,26
22-12-2021 - 11:56:41.692,26
22-12-2021 - 11:56:41.698,26
22-12-2021 - 11:56:41.709,26
22-12-2021 - 11:56:41.721,26
22-12-2021 - 11:56:41.725,26
22-12-2021 - 11:56:41.729,26
22-12-2021 - 11:56:41.743,26
22-12-2021 - 11:56:41.748,26
22-12-2021 - 11:56:41.753,26
22-12-2021 - 11:56:41.758,27
22-12-2021 - 11:56:41.764,26
22-12-2021 - 11:56:41.769,27
22-12-2021 - 11:56:41.774,27
22-12-2021 - 11:56:41.778,27
22-12-2021 - 11:56:41.788,27
22-12-2021 - 11:56:41.793,27
22-12-2021 - 11:56:41.797,27
22-12-2021 - 11:56:41.809,27
22-12-2021 - 11:56:41.818,27
22-12-2021 - 11:56:41.822,27
22-12-2021 - 11:56:41.826,27
22-12-2021 - 11:56:41.842,27
22-12-2021 - 11:56:41.849,27
22-12-2021 - 11:56:41.856,27
22-12-2021 - 11:56:41.861,27
22-12-2021 - 11:56:41.866,27
22-12-2021 - 11:56:41.876,27
22-12-2021 - 11:56:41.892,27
22-12-2021 - 11:56:41.898,27
22-12-2021 - 11:56:41.903,26
22-12-2021 - 11:56:41.909,26
22-12-2021 - 11:56:41.912,26
22-12-2021 - 11:56:41.922,26
22-12-2021 - 11:56:41.926,26
22-12-2021 - 11:56:41.930,26
22-12-2021 - 11:56:41.942,26
22-12-2021 - 11:56:41.952,26
22-12-2021 - 11:56:41.960,26
22-12-2021 - 11:56:41.972,26
22-12-2021 - 11:56:41.976,26
22-12-2021 - 11:56:41.981,26
22-12-2021 - 11:56:41.993,26
22-12-2021 - 11:56:42.001,26
22-12-2021 - 11:56:42.007,26
22-12-2021 - 11:56:42.011,26
22-12-2021 - 11:56:42.026,26
22-12-2021 - 11:56:42.031,26
22-12-2021 - 11:56:42.037,26
22-12-2021 - 11:56:42.043,26
22-12-2021 - 11:56:42.050,26
22-12-2021 - 11:56:42.058,26
22-12-2021 - 11:56:42.068,26
22-12-2021 - 11:56:42.073,26
22-12-2021 - 11:56:42.077,26
22-12-2021 - 11:56:42.085,26
22-12-2021 - 11:56:42.090,26
22-12-2021 - 11:56:42.095,26
22-12-2021 - 11:56:42.109,26
22-12-2021 - 11:56:42.114,26
22-12-2021 - 11:56:42.120,26
22-12-2021 - 11:56:42.124,26
22-12-2021 - 11:56:42.129,26
22-12-2021 - 11:56:42.141,26
22-12-2021 - 11:56:42.145,26
22-12-2021 - 11:56:42.149,26
22-12-2021 - 11:56:42.156,26
22-12-2021 - 11:56:42.161,26
22-12-2021 - 11:56:42.168,25
22-12-2021 - 11:56:42.174,25
22-12-2021 - 11:56:42.179,25
22-12-2021 - 11:56:42.184,25
22-12-2021 - 11:56:42.194,25
22-12-2021 - 11:56:42.200,25
22-12-2021 - 11:56:42.206,25
22-12-2021 - 11:56:42.210,25
22-12-2021 - 11:56:42.219,25
22-12-2021 - 11:56:42.224,25
22-12-2021 - 11:56:42.228,25
22-12-2021 - 11:56:42.244,25
22-12-2021 - 11:56:42.251,25
22-12-2021 - 11:56:42.257,25
22-12-2021 - 11:56:42.262,25
22-12-2021 - 11:56:42.267,25
22-12-2021 - 11:56:42.273,25
22-12-2021 - 11:56:42.278,25
22-12-2021 - 11:56:42.283,24
22-12-2021 - 11:56:42.294,24
22-12-2021 - 11:56:42.300,25
22-12-2021 - 11:56:42.308,25
22-12-2021 - 11:56:42.314,25
22-12-2021 - 11:56:42.321,25
22-12-2021 - 11:56:42.325,25
22-12-2021 - 11:56:42.330,25
22-12-2021 - 11:56:42.344,25
22-12-2021 - 11:56:42.349,25
22-12-2021 - 11:56:42.355,25
22-12-2021 - 11:56:42.360,25
22-12-2021 - 11:56:42.365,25
22-12-2021 - 11:56:42.376,25
22-12-2021 - 11:56:42.391,25
22-12-2021 - 11:56:42.395,25
22-12-2021 - 11:56:42.406,24
22-12-2021 - 11:56:42.410,24
22-12-2021 - 11:56:42.416,24
22-12-2021 - 11:56:42.422,24
22-12-2021 - 11:56:42.426,24
22-12-2021 - 11:56:42.431,24
22-12-2021 - 11:56:42.442,24
22-12-2021 - 11:56:42.457,24
22-12-2021 - 11:56:42.463,24
22-12-2021 - 11:56:42.473,24
22-12-2021 - 11:56:42.483,24
22-12-2021 - 11:56:42.489,24
22-12-2021 - 11:56:42.492,24
22-12-2021 - 11:56:42.507,24
22-12-2021 - 11:56:42.510,24
22-12-2021 - 11:56:42.521,24
22-12-2021 - 11:56:42.525,24
22-12-2021 - 11:56:42.529,24
22-12-2021 - 11:56:42.535,24
22-12-2021 - 11:56:42.539,24
22-12-2021 - 11:56:42.544,24
22-12-2021 - 11:56:42.554,24
22-12-2021 - 11:56:42.560,24
22-12-2021 - 11:56:42.564,24
22-12-2021 - 11:56:42.575,24
22-12-2021 - 11:56:42.591,25
22-12-2021 - 11:56:42.595,25
22-12-2021 - 11:56:42.606,25
22-12-2021 - 11:56:42.610,25
22-12-2021 - 11:56:42.614,25
22-12-2021 - 11:56:42.620,25
22-12-2021 - 11:56:42.625,25
22-12-2021 - 11:56:42.631,25
22-12-2021 - 11:56:42.637,25
22-12-2021 - 11:56:42.644,25
22-12-2021 - 11:56:42.649,25
22-12-2021 - 11:56:42.661,25
22-12-2021 - 11:56:42.667,25
22-12-2021 - 11:56:42.673,25
22-12-2021 - 11:56:42.677,25
22-12-2021 - 11:56:42.683,25
22-12-2021 - 11:56:42.690,25
22-12-2021 - 11:56:42.695,25
22-12-2021 - 11:56:42.702,25
22-12-2021 - 11:56:42.708,25
22-12-2021 - 11:56:42.712,25
22-12-2021 - 11:56:42.726,25
22-12-2021 - 11:56:42.731,25
22-12-2021 - 11:56:42.736,25
22-12-2021 - 11:56:42.741,25
22-12-2021 - 11:56:42.746,25
22-12-2021 - 11:56:42.752,25
22-12-2021 - 11:56:42.758,25
22-12-2021 - 11:56:42.763,25
22-12-2021 - 11:56:42.775,25
22-12-2021 - 11:56:42.787,25
22-12-2021 - 11:56:42.791,25
22-12-2021 - 11:56:42.795,25
22-12-2021 - 11:56:42.801,25
22-12-2021 - 11:56:42.808,25
22-12-2021 - 11:56:42.811,24
22-12-2021 - 11:56:42.826,24
22-12-2021 - 11:56:42.831,24
22-12-2021 - 11:56:42.836,24
22-12-2021 - 11:56:42.841,24
22-12-2021 - 11:56:42.845,24
22-12-2021 - 11:56:42.857,24
22-12-2021 - 11:56:42.870,24
22-12-2021 - 11:56:42.874,24
22-12-2021 - 11:56:42.878,24
22-12-2021 - 11:56:42.892,24
22-12-2021 - 11:56:42.897,24
22-12-2021 - 11:56:42.902,24
22-12-2021 - 11:56:42.908,24
22-12-2021 - 11:56:42.911,24
22-12-2021 - 11:56:42.921,23
22-12-2021 - 11:56:42.926,23
22-12-2021 - 11:56:42.929,23
22-12-2021 - 11:56:42.941,23
22-12-2021 - 11:56:42.957,23
22-12-2021 - 11:56:42.961,23
22-12-2021 - 11:56:42.972,23
22-12-2021 - 11:56:42.976,23
22-12-2021 - 11:56:42.981,23
22-12-2021 - 11:56:42.987,23
22-12-2021 - 11:56:42.991,23
22-12-2021 - 11:56:42.998,23
22-12-2021 - 11:56:43.005,23
22-12-2021 - 11:56:43.010,23
22-12-2021 - 11:56:43.014,23
22-12-2021 - 11:56:43.026,23
22-12-2021 - 11:56:43.041,23
22-12-2021 - 11:56:43.044,23
22-12-2021 - 11:56:43.054,23
22-12-2021 - 11:56:43.061,23
22-12-2021 - 11:56:43.068,23
22-12-2021 - 11:56:43.072,23
22-12-2021 - 11:56:43.082,23
22-12-2021 - 11:56:43.088,23
22-12-2021 - 11:56:43.091,23
22-12-2021 - 11:56:43.108,23
22-12-2021 - 11:56:43.112,23
22-12-2021 - 11:56:43.118,23
22-12-2021 - 11:56:43.123,23
22-12-2021 - 11:56:43.126,23
22-12-2021 - 11:56:43.136,23
22-12-2021 - 11:56:43.141,23
22-12-2021 - 11:56:43.147,23
22-12-2021 - 11:56:43.158,23
22-12-2021 - 11:56:43.170,23
22-12-2021 - 11:56:43.173,22
22-12-2021 - 11:56:43.177,22
22-12-2021 - 11:56:43.193,22
22-12-2021 - 11:56:43.198,22
22-12-2021 - 11:56:43.203,22
22-12-2021 - 11:56:43.209,22
22-12-2021 - 11:56:43.213,22
22-12-2021 - 11:56:43.220,22
22-12-2021 - 11:56:43.225,22
22-12-2021 - 11:56:43.230,22
22-12-2021 - 11:56:43.241,22
22-12-2021 - 11:56:43.258,22
22-12-2021 - 11:56:43.265,22
22-12-2021 - 11:56:43.270,22
22-12-2021 - 11:56:43.276,22
22-12-2021 - 11:56:43.281,22
22-12-2021 - 11:56:43.293,22
22-12-2021 - 11:56:43.307,22
22-12-2021 - 11:56:43.313,22
22-12-2021 - 11:56:43.318,22
22-12-2021 - 11:56:43.324,22
22-12-2021 - 11:56:43.327,22
22-12-2021 - 11:56:43.337,22
22-12-2021 - 11:56:43.341,22
22-12-2021 - 11:56:43.346,23
22-12-2021 - 11:56:43.359,23
22-12-2021 - 11:56:43.372,23
22-12-2021 - 11:56:43.376,23
22-12-2021 - 11:56:43.386,23
22-12-2021 - 11:56:43.390,23
22-12-2021 - 11:56:43.395,23
22-12-2021 - 11:56:43.400,23
22-12-2021 - 11:56:43.406,23
22-12-2021 - 11:56:43.410,23
22-12-2021 - 11:56:43.420,23
22-12-2021 - 11:56:43.425,23
22-12-2021 - 11:56:43.429,23
22-12-2021 - 11:56:43.441,23
22-12-2021 - 11:56:43.458,23
22-12-2021 - 11:56:43.464,23
22-12-2021 - 11:56:43.471,23
22-12-2021 - 11:56:43.476,23
22-12-2021 - 11:56:43.481,23
22-12-2021 - 11:56:43.487,23
22-12-2021 - 11:56:43.492,24
22-12-2021 - 11:56:43.498,24
22-12-2021 - 11:56:43.509,24
22-12-2021 - 11:56:43.524,24
22-12-2021 - 11:56:43.528,24
22-12-2021 - 11:56:43.539,24
22-12-2021 - 11:56:43.543,24
22-12-2021 - 11:56:43.547,24
22-12-2021 - 11:56:43.553,24
22-12-2021 - 11:56:43.559,24
22-12-2021 - 11:56:43.564,24
22-12-2021 - 11:56:43.574,24
22-12-2021 - 11:56:43.591,24
22-12-2021 - 11:56:43.595,24
22-12-2021 - 11:56:43.601,23
22-12-2021 - 11:56:43.605,23
22-12-2021 - 11:56:43.609,23
22-12-2021 - 11:56:43.620,23
22-12-2021 - 11:56:43.624,23
22-12-2021 - 11:56:43.628,24
22-12-2021 - 11:56:43.640,24
22-12-2021 - 11:56:43.654,24
22-12-2021 - 11:56:43.658,24
22-12-2021 - 11:56:43.664,24
22-12-2021 - 11:56:43.673,24
22-12-2021 - 11:56:43.677,24
22-12-2021 - 11:56:43.686,24
22-12-2021 - 11:56:43.692,24
22-12-2021 - 11:56:43.696,24
22-12-2021 - 11:56:43.708,24
22-12-2021 - 11:56:43.724,24
22-12-2021 - 11:56:43.728,24
22-12-2021 - 11:56:43.733,24
22-12-2021 - 11:56:43.738,24
22-12-2021 - 11:56:43.742,24
22-12-2021 - 11:56:43.753,24
22-12-2021 - 11:56:43.757,24
22-12-2021 - 11:56:43.761,24
22-12-2021 - 11:56:43.774,24
22-12-2021 - 11:56:43.790,24
22-12-2021 - 11:56:43.794,23
22-12-2021 - 11:56:43.807,23
22-12-2021 - 11:56:43.816,23
22-12-2021 - 11:56:43.821,23
22-12-2021 - 11:56:43.824,23
22-12-2021 - 11:56:43.840,23
22-12-2021 - 11:56:43.844,23
22-12-2021 - 11:56:43.852,23
22-12-2021 - 11:56:43.858,23
22-12-2021 - 11:56:43.862,23
22-12-2021 - 11:56:43.874,23
22-12-2021 - 11:56:43.891,23
22-12-2021 - 11:56:43.896,23
22-12-2021 - 11:56:43.902,23
22-12-2021 - 11:56:43.907,23
22-12-2021 - 11:56:43.911,23
22-12-2021 - 11:56:43.923,22
22-12-2021 - 11:56:43.933,22
22-12-2021 - 11:56:43.938,22
22-12-2021 - 11:56:43.942,22
22-12-2021 - 11:56:43.956,22
22-12-2021 - 11:56:43.960,22
22-12-2021 - 11:56:43.972,22
22-12-2021 - 11:56:43.976,22
22-12-2021 - 11:56:43.981,22
22-12-2021 - 11:56:43.992,22
22-12-2021 - 11:56:44.006,23
22-12-2021 - 11:56:44.010,23
22-12-2021 - 11:56:44.022,23
22-12-2021 - 11:56:44.027,23
22-12-2021 - 11:56:44.031,23
22-12-2021 - 11:56:44.037,23
22-12-2021 - 11:56:44.041,23
22-12-2021 - 11:56:44.047,23
22-12-2021 - 11:56:44.058,23
22-12-2021 - 11:56:44.074,23
22-12-2021 - 11:56:44.078,23
22-12-2021 - 11:56:44.088,23
22-12-2021 - 11:56:44.093,23
22-12-2021 - 11:56:44.097,23
22-12-2021 - 11:56:44.109,23
22-12-2021 - 11:56:44.123,23
22-12-2021 - 11:56:44.127,23
22-12-2021 - 11:56:44.138,23
22-12-2021 - 11:56:44.143,23
22-12-2021 - 11:56:44.147,23
22-12-2021 - 11:56:44.152,23
22-12-2021 - 11:56:44.158,23
22-12-2021 - 11:56:44.162,23
22-12-2021 - 11:56:44.174,23
22-12-2021 - 11:56:44.191,23
22-12-2021 - 11:56:44.195,23
22-12-2021 - 11:56:44.200,23
22-12-2021 - 11:56:44.206,23
22-12-2021 - 11:56:44.209,23
22-12-2021 - 11:56:44.220,23
22-12-2021 - 11:56:44.224,23
22-12-2021 - 11:56:44.228,23
22-12-2021 - 11:56:44.241,24
22-12-2021 - 11:56:44.257,24
22-12-2021 - 11:56:44.262,24
22-12-2021 - 11:56:44.268,23
22-12-2021 - 11:56:44.275,24
22-12-2021 - 11:56:44.282,23
22-12-2021 - 11:56:44.294,24
22-12-2021 - 11:56:44.300,24
22-12-2021 - 11:56:44.305,24
22-12-2021 - 11:56:44.311,24
22-12-2021 - 11:56:44.326,24
22-12-2021 - 11:56:44.332,24
22-12-2021 - 11:56:44.337,24
22-12-2021 - 11:56:44.342,24
22-12-2021 - 11:56:44.347,24
22-12-2021 - 11:56:44.352,24
22-12-2021 - 11:56:44.358,24
22-12-2021 - 11:56:44.362,24
22-12-2021 - 11:56:44.375,24
22-12-2021 - 11:56:44.391,24
22-12-2021 - 11:56:44.397,24
22-12-2021 - 11:56:44.404,24
22-12-2021 - 11:56:44.409,24
22-12-2021 - 11:56:44.413,24
22-12-2021 - 11:56:44.425,24
22-12-2021 - 11:56:44.440,24
